invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type,Total_Quantity,Full_Address,Country,Total_Invoice_USD
INV-2137/KEVALA/OUT/XII/2024,2025-01-06,anaamaya resort seminyak,Alila Seminyak,2775000.0,Hotel,Local,50.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,171.18747601061992
INV-2138/KEVALA/OUT/XII/2024,2025-01-31,revolver cinta kopi,Revolver,22444200.0,Restaurant,Local,87.0,JL KAYU AYA GG 51 LINGKUNGAN BASANGKASA Blok - No.- RT:000 RW:000 Kel.SEMINYAK  Kec.KUTA Kota/Kab.KAB. BADUNG BALI 80761,Indonesia,1384.5643059738939
INV-2139/KEVALA/OUT/I/2025,2025-01-13,"ssp taurus gemilang indonesia, pt",Revolver Inter/Domestik,9990000.0,Restaurant,Umum,36.0,"Raya Uluwatu, Lingkungan Kelan Abian No.24 X Tuban, Kuta, Kab. Badung, Bali",Indonesia,616.2749136382316
INV-2140/KEVALA/OUT/I/2025,2025-01-13,"ssp taurus gemilang indonesia, pt",Revolver Inter/Domestik,13320000.0,Restaurant,Umum,48.0,"Raya Uluwatu, Lingkungan Kelan Abian No.24 X Tuban, Kuta, Kab. Badung, Bali",Indonesia,821.6998848509755
INV-2141/KEVALA/OUT/I/2025,2025-01-07,hotel pandan arum,Maya Ubud,2797200.0,Hotel,Local,24.0,"Jalan Gunung  Sari Peliatan Ubud Gianyar
Gianyar Bali
Indonesia",Indonesia,172.55697581870487
INV-2142/KEVALA/OUT/I/2025,2025-01-08,maya resort,Maya Sanur,14985000.0,Hotel,Local,60.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,924.4123704573475
INV-2143/KEVALA/OUT/I/2025,2025-01-08,amanda arumdhani,Four Season Sayan,9301800.0,Hotel,Local,65.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,573.8204195875979
INV-2144/KEVALA/OUT/XII/2024,2025-01-08,amanda arumdhani,Four Season Sayan,5760900.0,Hotel,Local,21.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,355.3852001980469
INV-2145/KEVALA/OUT/I/2025,2025-01-09,seniman industries,Seniman Caffe,16872000.0,Hotel,Local,190.0,,Indonesia,1040.819854144569
INV-2146/KEVALA/OUT/I/2025,2025-01-10,badan canggu international,Regent Canggu,5994000.0,Hotel,Local,20.0,Jl. Manunggal Jati Krian Sidoarjo,Indonesia,369.764948182939
INV-2146/KEVALA/OUT/XII/2024,2024-12-31,marloe marloe indonesia,Marloe,1450.0,Artist Collaboration,Local,100.0,,Indonesia,0.08944931178933292
INV-2147/KEVALA/OUT/I/2025,2025-01-21,badan canggu international,Regent Canggu,333266400.0,Hotel,Local,1860.0,Jl. Manunggal Jati Krian Sidoarjo,Indonesia,20558.93111897141
INV-2148/KEVALA/OUT/I/2025,2025-01-10,graha alam lestari,The Apurva Kempinski Bali,12843810.0,Hotel,Local,95.0,"Jl. Raya Nusa Dua Selatan Lot 4, Benoa, Kec. Kuta Selatan, Kab. Badung, Bali",Indonesia,792.3241139675532
INV-2149/KEVALA/OUT/I/2025,2025-01-13,amanda arumdhani,Four Season Sayan,2869350.0,Hotel,Local,25.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,177.007850194981
INV-2150/KEVALA/OUT/I/2025,2025-01-13,karang mas sejahtera,Ayana Hospitality,344655000.0,Hotel,Local,1300.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,21261.484520518992
INV-2151/KEVALA/OUT/I/2025,2025-01-14,nativa graha saji,Billy Ho,8652450.0,Restaurant,Local,67.0,,Indonesia,533.7625502011128
INV-2152/KEVALA/OUT/I/2025,2025-01-14,the asa maia,Asa Maia,5550000.0,Hotel,Local,50.0,,Indonesia,342.37495202123984
INV-2153/KEVALA/OUT/I/2025,2025-01-14,ungasan semesta resort,QQ Siti Agung Makmur (LXR),33916216.0,Hotel,Local,217.0,,Indonesia,2092.263572205767
INV-2154/KEVALA/OUT/I/2025,2025-01-15,anaamaya resort seminyak,Alila Seminyak,14774100.0,Hotel,Local,116.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,911.4021222805404
INV-2155/KEVALA/OUT/I/2025,2025-01-15,amanda arumdhani,Four Season Sayan,15157050.0,Hotel,Local,50.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,935.025993970006
INV-2156/KEVALA/OUT/I/2025,2025-01-15,colamoed properties management,Le Reserve,18481500.0,Restaurant,Local,168.0,,Indonesia,1140.1085902307286
INV-2157/KEVALA/OUT/I/2025,2025-01-20,keraton at the plaza,Plaza Indonesia Mandiri,2459000.0,Hotel,Local,5.0,"Jl. MH Thamrin Kav 28-30 DKI Jakarta 10350
 Jakarta, ID",Indonesia,151.69369495859976
INV-2158/KEVALA/OUT/I/2025,2025-01-22,silolona pinisi eksplorer,Silolona,111621600.0,Hotel,Local,480.0,"Jalan Pengembak, 29, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, 80227",Indonesia,6885.845035051175
INV-2159/KEVALA/OUT/I/2025,2025-01-22,ungasan semesta resort,QQ Siti Agung Makmur (LXR),7608051.0,Hotel,Local,66.0,,Indonesia,469.334431729756
INV-2160/KEVALA/OUT/I/2025,2025-01-22,tanjung benoa indonesia,Holiday in Benoa,1248750.0,Hotel,Local,15.0,"Jl. Pratama No. 86, Tanjung Benoa, Bali 80363 ID
+62 361 894 7888",Indonesia,77.03436420477895
INV-2161/KEVALA/OUT/I/2025,2025-01-24,indonesia adventure sport,Nihi Sumba,25840800.0,Hotel,Local,144.0,"Jl. Setia Budi Kuta, Pertokoan Kuta Poleng Blok C2 Kuta Badung Bali 80361",Indonesia,1594.0977766108927
INV-2162/KEVALA/OUT/I/2025,2025-01-24,anaamaya resort seminyak,Alila Seminyak,23243400.0,Hotel,Local,184.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,1433.8662990649523
INV-2163/KEVALA/OUT/I/2025,2025-01-27,bumi canggu nusantara,Motel Mexicola Canggu,15195900.0,Restaurant,Local,80.0,"Jalan Pantai Batu Bolong, Canggu, Kuta Utara, Kab. Badung, Bali
Badung Bali",Indonesia,937.4226186341547
INV-2164/KEVALA/OUT/I/2025,2025-01-27,bali meraki,Trio Rukun Sejahtera,35070450.0,Restaurant,Local,132.0,,Indonesia,2163.467321822214
INV-2166/KEVALA/OUT/I/2025,2025-01-28,hotel pandan arum,Maya Ubud,6243750.0,Hotel,Local,15.0,"Jalan Gunung  Sari Peliatan Ubud Gianyar
Gianyar Bali
Indonesia",Indonesia,385.1718210238948
INV-2167/KEVALA/OUT/I/2025,2025-01-28,maya resort,Maya Sanur,22144500.0,Hotel,Local,80.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,1366.076058564747
INV-2168/KEVALA/OUT/I/2025,2025-01-28,maya resort,Maya Sanur,39991913.0,Hotel,Local,300.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,2467.0683413716392
INV-2169/KEVALA/OUT/I/2025,2025-01-28,maya resort,Maya Sanur,17741963.0,Hotel,Local,175.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,1094.4871587184887
INV-2170/KEVALA/OUT/I/2025,2025-01-29,maya resort,Maya Sanur,94957725.0,Hotel,Local,528.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,5857.864241607403
INV-2171/KEVALA/OUT/I/2025,2025-01-29,bokashi berawa,Bokashi Berawa,9490500.0,Restaurant,Local,90.0,"
Indonesia",Indonesia,585.4611679563201
INV-2172/KEVALA/OUT/I/2025,2025-01-29,the asa maia,Asa Maia,4069260.0,Hotel,Local,12.0,,Indonesia,251.02931482197303
INV-2173/KEVALA/OUT/I/2025,2025-01-29,the asa maia,Asa Maia,7770000.0,Hotel,Local,50.0,,Indonesia,479.32493282973576
INV-2174/KEVALA/OUT/I/2025,2025-01-29,badan canggu international,Regent Canggu,4212450.0,Hotel,Local,15.0,Jl. Manunggal Jati Krian Sidoarjo,Indonesia,259.862588584121
INV-2175/KEVALA/OUT/I/2025,2025-01-30,monokuro,Monokuro,17815500.0,Restaurant,Local,102.0,,Indonesia,1099.0235959881797
INV-2176/KEVALA/OUT/I/2025,2025-01-30,amarterra villa nusa dua,Amarterra Villa,33892740.0,Hotel,Local,150.0,"Kawasan Pariwisata Nusa Dua ITDC Resort Lot Block B, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363
Badung Bali 80363
Indonesia",Indonesia,2090.8153570033073
INV-2177/KEVALA/OUT/I/2025,2025-01-30,bali bounty,Kudeta,5461200.0,Restaurant,Local,30.0,,Indonesia,336.89695278889997
INV-2178/KEVALA/OUT/I/2025,2025-01-30,jimbaran greenhill,Raffles Bali,4928400.0,Hotel,Local,24.0,"Jl. Karang Mas No. 1A, Jimbaran, Kuta Selatan, Badung, Bali - Indonesia 80361",Indonesia,304.028957394861
INV-2179/KEVALA/OUT/I/2025,2025-01-31,awahita indonesia putra,Capella Ubud,11124975.0,Hotel,Local,10.0,"Jl. Raya Dalem, Banjar Triwangsa, Desa Keliki, Kecamatan Tegalalang, Ubud, Gianyar
Bali 80561, INDONESIA",Indonesia,686.2905913265752
INV-2181/KEVALA/OUT/I/2025,2025-01-31,hiyoko 2.0 jakarta,Hiyoko 2.0,19247400.0,Restaurant,Local,108.0,,Indonesia,1187.3563336096597
INV-2182/KEVALA/OUT/I/2025,2025-01-31,brett hospitality group,Mason Uluwatu,34410000.0,Restaurant,Local,200.0,,Indonesia,2122.724702531687
INV-2183/KEVALA/OUT/I/2025,2025-01-31,indonesia adventure sport,Nihi Sumba,26780970.0,Hotel,Local,160.0,"Jl. Setia Budi Kuta, Pertokoan Kuta Poleng Blok C2 Kuta Badung Bali 80361",Indonesia,1652.0960934832906
INV-2184/KEVALA/OUT/I/2025,2025-01-31,karang mas sejahtera,Ayana Hospitality,485908328.0,Hotel,Local,2645.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,29975.28657400376
INV-2185/KEVALA/OUT/I/2025,2025-01-31,selera dapur sedap,Jin Joo,18514800.0,Restaurant,Local,72.0,,Indonesia,1142.162839942856
INV-822(2)/KEVALA/OUT/I/2024,2024-02-01,zil pasyon resorts ltd,Zil Pasyon,8647.1,Hotel,Export,480.0,,Seychelles,8647.1
QU-1018/KEVALA/OUT/I/2024,2024-01-16,rosewood hotels (hk) limited,Rosewood Hotels,1020.0,Hotel,Export,60.0,,Hong Kong S.A.R.,1020.0
QU-1044(2)/KEVALA/OUT/II/2024,2024-02-01,"cprc (maldives) pvt, ltd (ritz carlton maldives)",Ritz Carlton Maldives,10094.26,Hotel,Export,687.0,"Fari Islands, North Male Atoll, Male 20013, Maldives",Maldives,10094.26
QU-1092/KEVALA/OUT/II/2024,2024-02-09,patina maldives fari islands,Patina Maldives,11542.0,Hotel,Export,698.0,"#02-01, Millennia Tower 10 Ameer Ahmed Magu, Male Republic of Maldives",Maldives,11542.0
QU-1137/KEVALA/OUT/II/2024,2024-03-04,waldorf astoria maldives ithaa fushi,Waldorf Astoria,1750.0,Hotel,Export,250.0,,Maldives,1750.0
QU-1219/KEVALA/OUT/IV/2024,2024-05-16,"jtb trading, inc. ( six sense kyoto)",Six Sense Kyoto,542.5,Hotel,Export,31.0,,Japan,542.5
QU-885/KEVALA/OUT/I/2024,2024-01-19,casa neos miami,Casa Neos,10837.5,Restaurant,Export,449.0,,United States Of America,10837.5
QU-987/KEVALA/OUT/VIII/2023,2024-02-13,alex personal,Alex Personal,978.0,Personal,Export,56.0,,United Kingdom,978.0
SI.2024.01.00114,2024-01-31,kevala keramik bali,KKB,4029300.0,Umum,Local,23.0,,Indonesia,248.56421516742012
SI.2024.01.00115,2024-01-03,kevala keramik bali,KKB,10214775.0,Umum,Local,59.0,,Indonesia,630.1410991950919
SI.2024.01.00116,2024-01-04,kevala keramik bali,KKB,11677200.0,Umum,Local,44.0,,Indonesia,720.3568990526886
SI.2024.01.00117,2024-01-05,kevala keramik bali,KKB,12001875.0,Umum,Local,52.0,,Indonesia,740.3858337459311
SI.2024.01.00120,2024-01-31,sequitur resorts pty limited (six senses fiji),Six Senses Fiji,7250.0,Hotel,Export,850.0,"Vunabaka
Malolo Islands
Fiji",Fiji,7250.0
SI.2024.01.00124,2024-01-06,kevala keramik bali,KKB,10372950.0,Umum,Local,52.0,,Indonesia,639.8987853276972
SI.2024.01.00125,2024-01-07,kevala keramik bali,KKB,3796200.0,Umum,Local,15.0,,Indonesia,234.18446718252804
SI.2024.01.00126,2024-01-08,kevala keramik bali,KKB,5486175.0,Umum,Local,16.0,,Indonesia,338.4376400729956
SI.2024.01.00127,2024-01-09,kevala keramik bali,KKB,5366850.0,Umum,Local,19.0,,Indonesia,331.0765786045389
SI.2024.01.00128,2024-01-10,kevala keramik bali,KKB,4356750.0,Umum,Local,16.0,,Indonesia,268.76433733667324
SI.2024.01.00129,2024-01-11,kevala keramik bali,KKB,11885325.0,Umum,Local,58.0,,Indonesia,733.1959597534851
SI.2024.01.00130,2024-01-12,kevala keramik bali,KKB,7276050.0,Umum,Local,20.0,,Indonesia,448.8535620998454
SI.2024.01.00131,2024-01-13,kevala keramik bali,KKB,871350.0,Umum,Local,3.0,,Indonesia,53.75286746733465
SI.2024.01.00132,2024-01-14,kevala keramik bali,KKB,5633250.0,Umum,Local,28.0,,Indonesia,347.5105763015584
SI.2024.01.00133,2024-01-15,kevala keramik bali,KKB,2500275.0,Umum,Local,14.0,,Indonesia,154.23991588556854
SI.2024.01.00134,2024-01-16,kevala keramik bali,KKB,2075000.0,Umum,Local,4.0,,Indonesia,128.00504962956262
SI.2024.01.00135,2024-01-17,kevala keramik bali,KKB,10736475.0,Umum,Local,44.0,,Indonesia,662.3243446850885
SI.2024.01.00137,2024-01-18,kevala keramik bali,KKB,4070000.0,Umum,Local,17.0,,Indonesia,251.07496481557587
SI.2024.01.00138,2024-01-19,kevala keramik bali,KKB,11987500.0,Umum,Local,60.0,,Indonesia,739.4990517756058
SI.2024.01.00139,2024-01-20,kevala keramik bali,KKB,2135000.0,Umum,Local,13.0,,Indonesia,131.70640046222468
SI.2024.01.00140,2024-01-21,kevala keramik bali,KKB,2545000.0,Umum,Local,10.0,,Indonesia,156.99896448541537
SI.2024.01.00141,2024-01-22,kevala keramik bali,KKB,2675000.0,Umum,Local,16.0,,Indonesia,165.01855795618314
SI.2024.01.00142,2024-01-23,kevala keramik bali,KKB,3689500.0,Umum,Local,27.0,,Indonesia,227.60223161844402
SI.2024.01.00143,2024-01-24,kevala keramik bali,KKB,4235000.0,Umum,Local,23.0,,Indonesia,261.2536796053965
SI.2024.01.00144,2024-01-25,kevala keramik bali,KKB,5697500.0,Umum,Local,35.0,,Indonesia,351.47410615153404
SI.2024.01.00145,2024-01-26,kevala keramik bali,KKB,1755000.0,Umum,Local,8.0,,Indonesia,108.26451185536503
SI.2024.01.00146,2024-01-27,kevala keramik bali,KKB,6805000.0,Umum,Local,19.0,,Indonesia,419.79487360442107
SI.2024.01.00147,2024-01-28,kevala keramik bali,KKB,5712500.0,Umum,Local,22.0,,Indonesia,352.39944385969955
SI.2024.01.00148,2024-01-29,kevala keramik bali,KKB,3137500.0,Umum,Local,15.0,,Indonesia,193.54980395795315
SI.2024.01.00149,2024-01-30,kevala keramik bali,KKB,7485000.0,Umum,Local,29.0,,Indonesia,461.743516374591
SI.2024.01.00150,2024-01-31,kevala keramik bali,KKB,3267500.0,Umum,Local,23.0,,Indonesia,201.56939742872092
SI.2024.01.00155,2024-01-31,kevala keramik bali,KKB,33820160.0,Umum,Local,5.0,,Indonesia,2086.337956279397
SI.2024.02.00029,2024-02-23,vista padang asri,Suarga Resort,5556660.0,Hotel,Local,107.0,,Indonesia,342.7858019636653
SI.2024.02.00035,2024-02-01,kevala keramik bali,KKB,3745000.0,Umum,Local,26.0,,Indonesia,231.02598113865642
SI.2024.02.00036,2024-02-02,kevala keramik bali,KKB,3270000.0,Umum,Local,16.0,,Indonesia,201.72362038008183
SI.2024.02.00037,2024-02-03,kevala keramik bali,KKB,3210000.0,Umum,Local,18.0,,Indonesia,198.0222695474198
SI.2024.02.00038,2024-02-04,kevala keramik bali,KKB,2947500.0,Umum,Local,17.0,,Indonesia,181.8288596545233
SI.2024.02.00039,2024-02-05,kevala keramik bali,KKB,4252500.0,Umum,Local,10.0,,Indonesia,262.33324026492295
SI.2024.02.00040,2024-02-06,kevala keramik bali,KKB,16537500.0,Umum,Local,50.0,,Indonesia,1020.184823252478
SI.2024.02.00041,2024-02-07,kevala keramik bali,KKB,10580000.0,Umum,Local,33.0,,Indonesia,652.6715301594085
SI.2024.02.00042,2024-02-08,kevala keramik bali,KKB,6477500.0,Umum,Local,31.0,,Indonesia,399.5916669761407
SI.2024.02.00056,2024-02-09,kevala keramik bali,KKB,3777500.0,Umum,Local,20.0,,Indonesia,233.03087950634836
SI.2024.02.00058,2024-02-10,kevala keramik bali,KKB,4872500.0,Umum,Local,19.0,,Indonesia,300.5805322024308
SI.2024.02.00063,2024-03-23,bumi canggu nusantara,Motel Mexicola Canggu,3942720.0,Restaurant,Local,24.0,"Jalan Pantai Batu Bolong, Canggu, Kuta Utara, Kab. Badung, Bali
Badung Bali",Indonesia,243.22316591588876
SI.2024.03.00001,2024-04-30,bidadari dunia - la plancha,La Plancha Bali Sejahtera,24975000.0,Restaurant,Local,100.0,,Indonesia,1540.6872840955791
SI.2024.03.00034,2024-03-23,kevala keramik bali,KKB,1381984.0,Umum,Local,42.0,,Indonesia,85.25346048542723
SI.2024.03.00035,2024-03-23,kevala keramik bali,KKB,3277977.0,Umum,Local,96.0,,Indonesia,202.21571497328426
SI.2024.03.00038,2024-03-23,kevala keramik bali,KKB,1678956.0,Umum,Local,49.0,,Indonesia,103.57341981004915
SI.2024.03.00039,2024-03-23,kevala keramik bali,KKB,4501991.0,Umum,Local,98.0,,Indonesia,277.72413560811776
SI.2024.03.00040,2024-03-23,kevala keramik bali,KKB,997983.0,Umum,Local,43.0,,Indonesia,61.56475346720954
SI.2024.03.00041,2024-03-23,kevala keramik bali,KKB,2297086.0,Umum,Local,77.0,,Indonesia,141.70535297993905
SI.2024.03.00042,2024-03-23,kevala keramik bali,KKB,1255987.0,Umum,Local,56.0,,Indonesia,77.48080880437854
SI.2024.03.00044,2024-03-23,kevala keramik bali,KKB,1617984.0,Umum,Local,64.0,,Indonesia,99.81210709389796
SI.2024.03.00045,2024-03-23,kevala keramik bali,KKB,7002753.0,Umum,Local,302.0,,Indonesia,431.99409412461137
SI.2024.03.00048,2024-04-25,kevala keramik bali,KKB,2335528.0,Umum,Local,75.0,,Indonesia,144.07680845842563
SI.2024.03.00049,2024-03-23,kevala keramik bali,KKB,1866554.0,Umum,Local,56.0,,Indonesia,115.1461867018114
SI.2024.03.00050,2024-03-23,kevala keramik bali,KKB,853992.0,Umum,Local,30.0,,Indonesia,52.68206667144552
SI.2024.03.00051,2024-03-23,kevala keramik bali,KKB,53999.0,Umum,Local,2.0,,Indonesia,3.3311540602153027
SI.2024.03.00052,2024-03-23,kevala keramik bali,KKB,8999089.0,Umum,Local,362.0,,Indonesia,555.1464260558319
SI.2024.03.00053,2024-04-25,kevala keramik bali,KKB,3267158.0,Umum,Local,163.0,,Indonesia,201.54829972897474
SI.2024.03.00054,2024-03-23,kevala keramik bali,KKB,3278392.0,Umum,Local,51.0,,Indonesia,202.24131598321017
SI.2024.03.00055,2024-03-23,kevala keramik bali,KKB,1827974.0,Umum,Local,53.0,,Indonesia,112.7662181164097
SI.2024.03.00056,2024-03-23,kevala keramik bali,KKB,1496132.0,Umum,Local,47.0,,Indonesia,92.29515706620569
SI.2024.03.00057,2024-03-24,kevala keramik bali,KKB,3467950.0,Umum,Local,156.0,,Indonesia,213.93499366883938
SI.2024.03.00058,2024-03-25,kevala keramik bali,KKB,3107927.0,Umum,Local,144.0,,Indonesia,191.72546982171457
SI.2024.03.00059,2024-03-26,kevala keramik bali,KKB,6066308.0,Umum,Local,98.0,,Indonesia,374.22556944974116
SI.2024.03.00060,2024-03-27,kevala keramik bali,KKB,3606945.0,Umum,Local,93.0,,Indonesia,222.50948131860375
SI.2024.03.00061,2024-03-23,kevala keramik bali,KKB,84000.0,Umum,Local,1.0,,Indonesia,5.1818911657268725
SI.2024.03.00062,2024-04-25,kevala keramik bali,KKB,745998.0,Umum,Local,7.0,,Indonesia,46.020005307737094
SI.2024.03.00063,2024-03-23,kevala keramik bali,KKB,1975999.0,Umum,Local,1.0,,Indonesia,121.8977590664897
SI.2024.03.00064,2024-04-25,kevala keramik bali,KKB,149999.0,Umum,Local,1.0,,Indonesia,9.253315392474585
SI.2024.03.00065,2024-03-23,kevala keramik bali,KKB,655998.0,Umum,Local,2.0,,Indonesia,40.467979058744014
SI.2024.03.00066,2024-03-23,kevala keramik bali,KKB,1357997.0,Umum,Local,3.0,,Indonesia,83.77372211170947
SI.2024.03.00067,2024-04-25,kevala keramik bali,KKB,33999.0,Umum,Local,1.0,,Indonesia,2.097370449327952
SI.2024.03.00068,2024-03-26,kevala keramik bali,KKB,1639987.0,Umum,Local,18.0,,Indonesia,101.16945413341568
SI.2024.03.00069,2024-03-23,kevala keramik bali,KKB,2585993.0,Umum,Local,14.0,,Indonesia,159.52778906347064
SI.2024.03.00070,2024-03-23,kevala keramik bali,KKB,251999.0,Umum,Local,1.0,,Indonesia,15.545611808000075
SI.2024.03.00071,2024-03-23,kevala keramik bali,KKB,1549999.0,Umum,Local,7.0,,Indonesia,95.61816815458913
SI.2024.03.00072,2024-03-23,kevala keramik bali,KKB,2299999.0,Umum,Local,1.0,,Indonesia,141.88505356286478
SI.2024.03.00073,2024-03-23,kevala keramik bali,KKB,487999.0,Umum,Local,3.0,,Indonesia,30.104258416470813
SI.2024.03.00074,2024-03-23,kevala keramik bali,KKB,4375415.0,Umum,Local,31.0,,Indonesia,269.91576589153385
SI.2024.03.00075,2024-03-23,kevala keramik bali,KKB,1141993.0,Umum,Local,16.0,,Indonesia,70.44861235740392
SI.2024.03.00076,2024-03-23,kevala keramik bali,KKB,501997.0,Umum,Local,6.0,,Indonesia,30.96778356573087
SI.2024.03.00077,2024-03-23,kevala keramik bali,KKB,477998.0,Umum,Local,3.0,,Indonesia,29.487304921846594
SI.2024.03.00078,2024-03-23,kevala keramik bali,KKB,2263994.0,Umum,Local,14.0,,Indonesia,139.66393461736484
SI.2024.03.00079,2024-03-27,kevala keramik bali,KKB,443997.0,Umum,Local,3.0,,Indonesia,27.38981109415755
SI.2024.03.00080,2024-03-23,kevala keramik bali,KKB,2263994.0,Umum,Local,14.0,,Indonesia,139.66393461736484
SI.2024.03.00081,2024-03-23,kevala keramik bali,KKB,770997.0,Umum,Local,6.0,,Indonesia,47.56217313216574
SI.2024.03.00082,2024-03-23,kevala keramik bali,KKB,10443802.0,Umum,Local,40.0,,Indonesia,644.2695871476268
SI.2024.03.00083,2024-03-23,kevala keramik bali,KKB,2243770.0,Umum,Local,24.0,,Indonesia,138.41633263003555
SI.2024.03.00084,2024-03-23,kevala keramik bali,KKB,1541997.0,Umum,Local,9.0,,Indonesia,95.1245313318731
SI.2024.03.00085,2024-03-23,kevala keramik bali,KKB,625640.0,Umum,Local,2.0,,Indonesia,38.595218915778105
SI.2024.03.00086,2024-03-23,kevala keramik bali,KKB,359999.0,Umum,Local,1.0,,Indonesia,22.20804330679177
SI.2024.03.00087,2024-03-23,kevala keramik bali,KKB,255999.0,Umum,Local,2.0,,Indonesia,15.792368530177544
SI.2024.03.00088,2024-03-23,kevala keramik bali,KKB,960000.0,Umum,Local,1.0,,Indonesia,59.22161332259283
SI.2024.03.00089,2024-03-23,kevala keramik bali,KKB,711998.0,Umum,Local,2.0,,Indonesia,43.9225731692286
SI.2024.03.00090,2024-03-24,kevala keramik bali,KKB,499999.0,Umum,Local,3.0,,Indonesia,30.84452858300322
SI.2024.03.00091,2024-03-25,kevala keramik bali,KKB,765998.0,Umum,Local,4.0,,Indonesia,47.253788918624444
SI.2024.03.00092,2024-03-26,kevala keramik bali,KKB,921998.0,Umum,Local,10.0,,Indonesia,56.87730108354578
SI.2024.03.00093,2024-03-27,kevala keramik bali,KKB,443994.0,Umum,Local,6.0,,Indonesia,27.389626026615918
SI.2024.03.00094,2024-03-23,kevala keramik bali,KKB,759999.0,Umum,Local,3.0,,Indonesia,46.88371552453878
SI.2024.03.00095,2024-03-23,kevala keramik bali,KKB,359999.0,Umum,Local,2.0,,Indonesia,22.20804330679177
SI.2024.03.00096,2024-03-23,kevala keramik bali,KKB,219998.0,Umum,Local,2.0,,Indonesia,13.571496341399769
SI.2024.03.00097,2024-03-23,kevala keramik bali,KKB,239999.0,Umum,Local,1.0,,Indonesia,14.805341641467663
SI.2024.03.00098,2024-03-23,kevala keramik bali,KKB,571999.0,Umum,Local,4.0,,Indonesia,35.28614958219769
SI.2024.03.00099,2024-03-23,kevala keramik bali,KKB,188004.0,Umum,Local,1.0,,Indonesia,11.597812699063274
SI.2024.03.00100,2024-03-23,kevala keramik bali,KKB,1419998.0,Umum,Local,10.0,,Indonesia,87.59851299464081
SI.2024.03.00101,2024-03-23,kevala keramik bali,KKB,239999.0,Umum,Local,1.0,,Indonesia,14.805341641467663
SI.2024.03.00102,2024-03-23,kevala keramik bali,KKB,663996.0,Umum,Local,9.0,,Indonesia,40.961369124737864
SI.2024.03.00103,2024-03-23,kevala keramik bali,KKB,351996.0,Umum,Local,5.0,,Indonesia,21.714344794895194
SI.2024.03.00104,2024-03-23,kevala keramik bali,KKB,593317.0,Umum,Local,5.0,,Indonesia,36.60123953304251
SI.2024.03.00105,2024-03-23,kevala keramik bali,KKB,1899998.0,Umum,Local,11.0,,Indonesia,117.20931965593722
SI.2024.03.00106,2024-03-23,kevala keramik bali,KKB,879999.0,Umum,Local,7.0,,Indonesia,54.28641718986289
SI.2024.03.00107,2024-03-23,kevala keramik bali,KKB,559999.0,Umum,Local,3.0,,Indonesia,34.545879415665276
SI.2024.03.00108,2024-03-23,kevala keramik bali,KKB,559999.0,Umum,Local,2.0,,Indonesia,34.545879415665276
SI.2024.03.00109,2024-03-23,kevala keramik bali,KKB,1779998.0,Umum,Local,11.0,,Indonesia,109.80661799061312
SI.2024.03.00110,2024-03-23,kevala keramik bali,KKB,599999.0,Umum,Local,3.0,,Indonesia,37.013446637439976
SI.2024.03.00111,2024-03-24,kevala keramik bali,KKB,1259998.0,Umum,Local,14.0,,Indonesia,77.72824410754201
SI.2024.03.00112,2024-03-25,kevala keramik bali,KKB,319999.0,Umum,Local,4.0,,Indonesia,19.740476085017068
SI.2024.03.00113,2024-03-26,kevala keramik bali,KKB,1039998.0,Umum,Local,7.0,,Indonesia,64.15662438778115
